,0
left$modifier$temporoparietal occipital area$anatomical_structure,1
complication$problem,6
liver resection$procedure,1
diagnostic hysteroscope$medical_device,1
difficulty breathing$problem,1
tms$anatomical_structure$normal$modifier$erythema$problem,2
face$anatomical_structure,2
deep$modifier$tissues$anatomical_structure,1
drug-eluting stent$medical_device,2
possible$modifier$altered mental status$problem,1
foreskin$anatomical_structure,2
proximal$modifier$phalanx$anatomical_structure,1
sternal wires$medical_device,1
gallstone$problem,1
synthroid$medicine,2
debridement$procedure$cerebellum$anatomical_structure,1
adequate$modifier$therapy$procedure,1
debility$problem,3
missed abortion$problem,1
elevated$modifier$ca-125$laboratory_data,1
ultrasound$procedure$kidneys$anatomical_structure,1
left$modifier$eye$anatomical_structure,5
chronic$modifier$bronchoscopy$procedure,1
thyroid$anatomical_structure$blood nodules$problem$anteriorly$modifier$worse$modifier,1
fetal membranes$anatomical_structure$tan$finding,1
negative$modifier$lexiscan$procedure,1
pinkish rash$problem$trunk$anatomical_structure,1
left$modifier$upper$modifier$extremity$anatomical_structure,1
white cell count$laboratory_data,6
some$modifier$rectal bleeding$problem,1
sigmoid colon$anatomical_structure$significant$modifier$abnormalities$problem,1
blood pressure$body_measurement$126/76$measurement_value,1
acute$modifier$infarct$problem$posterior$modifier$left$modifier$cerebellum$anatomical_structure,1
ercp$procedure,2
esophagus$anatomical_structure,10
left$modifier$median nerve$anatomical_structure$entrapment$problem,1
direct$modifier$repair$procedure$right$modifier$common femoral artery$anatomical_structure,1
ct$procedure$pelvis$anatomical_structure,2
dysplasia$problem$absent$modifier,3
coombs$laboratory_data$direct$modifier,1
multiple$modifier$dental caries$problem,6
blood cultures$laboratory_data,1
reflux esophagitis$problem,2
left$modifier$debilitating pain$problem,1
complex ovarian masses$problem,1
neck$anatomical_structure$ultrasound$procedure,1
uniform joint space narrowing$finding$tibial talar joint$anatomical_structure,1
possible$modifier$pneumonia$problem,2
antibody screen$laboratory_data,1
co2 encephalopathy$problem,1
positive$modifier$left$modifier$inguinal node$anatomical_structure,1
serum$laboratory_data,1
dialysis catheter$medical_device,1
left$modifier$partial knee replacement$procedure,1
single-tooth tenaculum$medical_device,3
satting$body_measurement,1
failure to thrive$problem,4
osteoarthritis$problem$carpometacarpal joint$anatomical_structure,1
regular$modifier$insulin$medicine,1
keratome$medical_device,2
large$modifier$bore needle$medical_device,1
spacer$medical_device,1
probable$modifier$pneumonia$problem,2
ventolin$medicine,1
endotonsillar hypertrophy$problem,1
debridement$procedure,3
normal$modifier$uterus$anatomical_structure,1
respirations$body_function,1
crutches$medical_device,1
bilateral$modifier$lower$modifier$extremity$anatomical_structure$paraparesis$problem,1
motor vehicle accident$problem,8
organ failure$problem,2
neck muscles$anatomical_structure,1
void$body_function,2
respiratory insufficiency$problem,1
acute$modifier$bleed$problem,1
normal$modifier$brain$anatomical_structure,1
band$laboratory_data,2
ihc$laboratory_data$negative$modifier,1
polypectomy snare$medical_device,1
dyspepsia$problem,3
finasteride$medicine,1
symptoms$problem,11
restenosis$problem,2
non-union$finding,2
radioactive iodine-125 seed implantation$procedure$prostate$anatomical_structure,1
wounds$problem$healing$modifier,1
cva$finding,3
blasts$anatomical_structure,1
acute$modifier$appendicitis$problem,7
serosa$anatomical_structure$pink-gray$modifier$tan$modifier$smooth$modifier$glistening$modifier,1
stone$problem$above$modifier$uvj$anatomical_structure,1
crestor$medicine,3
posterior$modifier$tibial pulses$body_measurement$bilaterally$modifier,1
adnexal masses$problem,1
ischemic cardiomyopathy$problem,1
complications$problem$brain$anatomical_structure,1
fistula$problem,3
front-wheeled walker$medical_device,2
watery diarrhea$problem,1
3 vessel umbilical cord$anatomical_structure,1
iv analgesics$medicine,1
prior$modifier$malignancy$problem,1
therapist-initiated patient specific$procedure,1
stomach$anatomical_structure$distended$problem,1
flank$anatomical_structure$mass$problem,1
terminal ileum$anatomical_structure$unremarkable$modifier,1
cervical$anatomical_structure$lymphadenopathy$problem,1
empiric antibiotics$medicine,1
aicd device interrogation$procedure,1
gout$problem,1
chronic obstructive pulmonary disease$problem$exacerbation$modifier,8
shortness of breath$problem,32
abnormal paroxysmal elements$finding,2
inflamed$problem$mucosa$anatomical_structure,2
left$modifier$hemiparesis$problem,4
some$modifier$suprapubic tenderness$problem,1
pulse$body_measurement$83$measurement_value,1
infection$problem$jaw$anatomical_structure$improving$modifier,1
pacemaker placement$procedure,9
breech presentation$finding,2
bilateral$modifier$thick purulent opaque tympanic membranes$finding,1
tms$anatomical_structure$normal$modifier$bulging$finding,2
wound$problem,20
significant$modifier$high blood pressure$problem,1
cold$finding,1
chronic lymphocytic leukemia$problem$stage iv$modifier,1
right$modifier$lower$modifier$extremity$anatomical_structure,1
tissue excision$procedure,1
left$modifier$ventricular hypertrophy$problem,1
vasculitis$problem,1
tenderness$problem$left$modifier$lower$modifier$quadrant$anatomical_structure,1
disease$problem,1
small$modifier$polyps$problem,1
head$anatomical_structure$normal$modifier,2
obstructive jaundice$problem,1
abdominal abscesses$problem,1
extremities$anatomical_structure$deformities$problem,1
stenting$procedure$left anterior descending$anatomical_structure,1
gallbladder$anatomical_structure$surgery$procedure,1
glyburide$medicine,1
stress test$procedure,3
steroid-induced hyperglycemia$problem,1
some$modifier$pulmonary edema$problem,1
main$modifier$wound$problem,1
right$modifier$proximal$modifier$arm$anatomical_structure$vascular access$procedure,1
quantitative immunoglobulins$laboratory_data,1
glucola$laboratory_data,1
left$modifier$internal jugular$anatomical_structure$deep venous thrombosis$problem,1
endometrial cavity$anatomical_structure,1
possible$modifier$myocardial infarction$problem,1
tia$problem,4
chest$anatomical_structure$palpitations$problem,2
pons$anatomical_structure,1
amputation$procedure$right$modifier$third$modifier$fourth$modifier$toes$anatomical_structure,1
steroid-induced gastropathy$problem,1
end-stage renal disease$problem,86
anal fissure$problem,1
degenerative arthritis$problem,2
upper$modifier$rectum$anatomical_structure$normal$modifier$mucosal abnormalities$problem,1
rapid strep test$laboratory_data$negative$modifier,1
incarcerated hernia$problem,1
stable$modifier$anemia$problem,1
severe$modifier$impaction$problem,1
mitral regurgitation$problem,2
extraocular movements$body_function$intact$modifier,1
substernal chest pain$problem,1
degenerative$modifier$joint$anatomical_structure$disease$problem,3
infusion therapy$procedure,1
left$modifier$proximal$modifier$radial artery$anatomical_structure$av fistula$problem,1
weighted speculum$medical_device,1
1/6$modifier$midsystolic murmur$problem,1
dense adhesions$problem,1
pinkish rash$problem$arms$anatomical_structure,1
menopause$problem,1
hemoglobin$laboratory_data$low$modifier,3
sinus$anatomical_structure$headache$problem$left$modifier$frontal$anatomical_structure,1
vision$body_function$normal$modifier,1
pulse ox$body_measurement$78$measurement_value,1
wbc$laboratory_data,12
minor$modifier$hemorrhoidal bleeding$problem,1
right$modifier$lateral$modifier$anal canal$anatomical_structure,1
sinus tachycardia$finding,1
bronchitis$problem,6
increase$modifier$lymphoplasmacytic cells$finding$lamina propria$anatomical_structure,1
shock$problem,2
primary open angle glaucoma$problem,1
skin$anatomical_structure$pink$modifier,1
morphine$medicine,7
mild$modifier$elevation$modifier$creatinine$laboratory_data,1
pulse$body_measurement$86$measurement_value$regular$modifier,1
acid suppression medications$medicine,1
sodium$medicine,1
mva$problem,2
throat$anatomical_structure$tonsillar edema$problem,1
abdominal aortic aneurysmorrphy$procedure,1
bruit$problem,1
embolic changes$problem$hands$anatomical_structure,1
body$anatomical_structure$aches$problem,1
significant$modifier$gastritis$problem,1
regular$modifier$rate$body_measurement$72$measurement_value,1
deep space abscess$problem$left$modifier$foot$anatomical_structure,1
biliary colic$problem,1
voids$body_function,2
chest$anatomical_structure$symmetrical$modifier,1
cardiac transplant$procedure,1
large$modifier$dorsal spur$problem$left$modifier$talar neck$anatomical_structure,1
pain$problem$abdomen$anatomical_structure,1
ejection fraction$body_function,11
recurrent$modifier$syncope$problem,1
chronic$modifier$reflux disease$problem,1
clips$medical_device,1
wound vac$procedure,1
cvs$anatomical_structure$palpitations$problem,1
duodenum$anatomical_structure$lacking$modifier$villous abnormality$problem,1
right$modifier$ear$anatomical_structure$pain$problem,2
combined chemoradiation$procedure$neck$anatomical_structure,1
right bundle branch block$problem,2
bilateral$modifier$interscapular pain$problem,1
malignant cells$problem,1
wbcs$laboratory_data,1
prevacid$medicine,1
small$modifier$leukocytes$laboratory_data$negative$modifier,1
multiple myeloma$problem$stage iiia$modifier,1
iv sedation$procedure,1
villi$anatomical_structure$infarction$problem,1
nephrology consultation$procedure,1
extremities$anatomical_structure$grossly intact$modifier,1
abdominal$anatomical_structure$complaints$problem,1
extremities$anatomical_structure$bilateral$modifier$pitting edema$problem,1
endoscopic sinus surgery$procedure,2
esophagitis$problem,2
hyperglycemia$problem,4
kidney failure$problem,2
severe$modifier$anxiety disorder$problem,1
topical$modifier$cocaine$medicine,1
left$modifier$carpal tunnel syndrome$problem,1
calcium$laboratory_data,3
viral pharyngitis$problem,1
revision$procedure$total knee$anatomical_structure,1
cardiac disease$problem,2
negative$modifier$headache$problem,1
recent$modifier$aortic valve replacement$procedure,1
nocturnal preponderance$finding,1
traction$medical_device,2
residual$modifier$hemiparesis$problem,1
postprandial discomfort$problem,1
ng tube$medical_device,5
lochia$finding$moderate$modifier,1
obstructive sleep apnea$problem$exacerbation$modifier,1
ventral$modifier$hernia repair$procedure,1
continue$modifier$hemodialysis$procedure,1
head$anatomical_structure$normocephalic$modifier,5
diabetes mellitus$problem,28
significant$modifier$greenfield filter placement$procedure,1
infracolic omentectomy$procedure,1
infarcts$problem$brain$anatomical_structure,1
left$modifier$pendulous$anatomical_structure$masses$problem,1
insulin dependent diabetic$problem,1
computer navigated knee arthroplasty$procedure,1
anterior lip$modifier$cervix$anatomical_structure$grasped$procedure,2
weight$body_measurement$291$measurement_value,1
normal$modifier$fetal movements$body_function,1
numerous$modifier$syncytial knots$problem,1
tooth$anatomical_structure$restored$procedure,4
continuous bladder irrigation$procedure,1
bladder medications$medicine,1
probably$modifier$toxic cephalopathy$problem,1
d-dimer$laboratory_data$negative$modifier,1
tender$problem$l5-s1$anatomical_structure$paraspinous$modifier$bilaterally$modifier,1
gallbladder$anatomical_structure$chronic$modifier$inflammation$problem,1
lobectomy$procedure,1
chronic$modifier$thrombus$problem,1
gated spect study$procedure,1
mild$modifier$renal insufficiency$problem,1
total$modifier$abdominal hysterectomy$procedure,2
fetal weight$body_measurement,1
heart rate$body_measurement$68$measurement_value,1
dizzy$finding,1
chest$anatomical_structure$x-ray$procedure$unremarkable$modifier,1
medical problems$problem,2
coronary heart bypass$procedure,1
pneumothorax$problem,7
end stage renal disease$problem,3
elective sterilization$procedure,1
skin$anatomical_structure$clear$modifier,2
probable$modifier$septic syndrome$problem,1
extremities$anatomical_structure$edema$problem,17
continue$modifier$blood pressure$body_measurement,1
ab$laboratory_data,1
left$modifier$lower$modifier$leg$anatomical_structure$draped$procedure,1
acid reflux disease$problem,1
small$modifier$bowel$anatomical_structure$obstruction$problem,1
transverse$modifier$colon$anatomical_structure$single$modifier$polyp$problem,1
para 0$finding,2
background activities$finding$normal$modifier,1
bilateral$modifier$lower$modifier$extremity$anatomical_structure$amputations$procedure,1
chronic$modifier$hypercapnic respiratory failure$problem,1
nifedipine$medicine,1
lens implantation$procedure,1
leuprolide injections$procedure,1
cartilage$anatomical_structure,1
venous doppler$procedure,1
prior$modifier$surgery$procedure,1
pulse$body_measurement$79$measurement_value,1
hydrated$procedure,11
orchialgia$problem,1
adriamycin$medicine,3
elevated$modifier$white blood cell count$laboratory_data,2
